2023-10-01 22:15:52,566.bbq_producer.INFO ==================================================
2023-10-01 22:15:52,566.bbq_producer.INFO Today is 2023-10-01 at 10:15 PM
2023-10-01 22:15:52,566.bbq_producer.INFO Running on: nt Windows 10
2023-10-01 22:15:52,566.bbq_producer.INFO Python version:  3.11.5
2023-10-01 22:15:52,566.bbq_producer.INFO Python path: C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.1520.0_x64__qbz5n2kfra8p0
2023-10-01 22:15:52,566.bbq_producer.INFO Working dir: C:\Users\bakar\44-671\.venv\streaming-06-smart-smoker2
2023-10-01 22:15:52,566.bbq_producer.INFO ==================================================
2023-10-01 22:15:52,595.bbq_producer.INFO Skipping header row
2023-10-01 22:15:52,611.bbq_producer.INFO  [x] Sent ('05/22/21 12:24:15', '96.8') to 01-smoker
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:24:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:24:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:05', '100.6') to 01-smoker
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:05', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:05', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:10', '100.9') to 01-smoker
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:15', '100.9') to 01-smoker
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:25:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:26:10', '104.8') to 01-smoker
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:26:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:26:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:26:15', '104.8') to 01-smoker
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:26:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:26:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:27:10', '108.2') to 01-smoker
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:27:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:27:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:27:15', '108.2') to 01-smoker
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:27:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,612.bbq_producer.INFO  [x] Sent ('05/22/21 12:27:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,626.bbq_producer.INFO  [x] Sent ('05/22/21 12:28:10', '111.4') to 01-smoker
2023-10-01 22:15:52,626.bbq_producer.INFO  [x] Sent ('05/22/21 12:28:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,627.bbq_producer.INFO  [x] Sent ('05/22/21 12:28:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:28:15', '111.4') to 01-smoker
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:28:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:28:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:29:10', '114.2') to 01-smoker
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:29:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:29:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:29:15', '114.2') to 01-smoker
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:29:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:29:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:30:10', '116.9') to 01-smoker
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:30:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:30:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:30:15', '116.9') to 01-smoker
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:30:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:30:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:31:10', '119.4') to 01-smoker
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:31:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:31:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:31:15', '119.4') to 01-smoker
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:31:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:31:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,629.bbq_producer.INFO  [x] Sent ('05/22/21 12:32:10', '120.1') to 01-smoker
2023-10-01 22:15:52,643.bbq_producer.INFO  [x] Sent ('05/22/21 12:32:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,643.bbq_producer.INFO  [x] Sent ('05/22/21 12:32:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,644.bbq_producer.INFO  [x] Sent ('05/22/21 12:32:15', '120.1') to 01-smoker
2023-10-01 22:15:52,644.bbq_producer.INFO  [x] Sent ('05/22/21 12:32:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:32:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:33:10', '106.2') to 01-smoker
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:33:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:33:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:33:15', '106.2') to 01-smoker
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:33:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:33:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:34:10', '103.5') to 01-smoker
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:34:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:34:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:34:15', '103.5') to 01-smoker
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:34:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:34:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:35:10', '105.3') to 01-smoker
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:35:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:35:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:35:15', '105.3') to 01-smoker
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:35:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:35:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:36:10', '106.9') to 01-smoker
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:36:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,645.bbq_producer.INFO  [x] Sent ('05/22/21 12:36:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,660.bbq_producer.INFO  [x] Sent ('05/22/21 12:36:15', '106.9') to 01-smoker
2023-10-01 22:15:52,660.bbq_producer.INFO  [x] Sent ('05/22/21 12:36:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,661.bbq_producer.INFO  [x] Sent ('05/22/21 12:36:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:37:10', '111.9') to 01-smoker
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:37:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:37:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:37:15', '111.9') to 01-smoker
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:37:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:37:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:38:10', '114.2') to 01-smoker
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:38:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:38:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:38:15', '114.2') to 01-smoker
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:38:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:38:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:39:10', '115.5') to 01-smoker
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:39:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:39:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:39:15', '115.5') to 01-smoker
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:39:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:39:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:40:10', '112.6') to 01-smoker
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:40:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:40:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,662.bbq_producer.INFO  [x] Sent ('05/22/21 12:40:15', '112.6') to 01-smoker
2023-10-01 22:15:52,676.bbq_producer.INFO  [x] Sent ('05/22/21 12:40:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,676.bbq_producer.INFO  [x] Sent ('05/22/21 12:40:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,677.bbq_producer.INFO  [x] Sent ('05/22/21 12:41:10', '118.8') to 01-smoker
2023-10-01 22:15:52,678.bbq_producer.INFO  [x] Sent ('05/22/21 12:41:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:41:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:41:15', '118.8') to 01-smoker
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:41:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:41:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:42:10', '113.2') to 01-smoker
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:42:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:42:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:42:15', '113.2') to 01-smoker
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:42:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:42:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:43:10', '126.7') to 01-smoker
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:43:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:43:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:43:15', '126.7') to 01-smoker
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:43:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:43:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:44:10', '130.0') to 01-smoker
2023-10-01 22:15:52,679.bbq_producer.INFO  [x] Sent ('05/22/21 12:44:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,691.bbq_producer.INFO  [x] Sent ('05/22/21 12:44:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,692.bbq_producer.INFO  [x] Sent ('05/22/21 12:44:15', '130.0') to 01-smoker
2023-10-01 22:15:52,692.bbq_producer.INFO  [x] Sent ('05/22/21 12:44:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,693.bbq_producer.INFO  [x] Sent ('05/22/21 12:44:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,694.bbq_producer.INFO  [x] Sent ('05/22/21 12:45:10', '130.0') to 01-smoker
2023-10-01 22:15:52,694.bbq_producer.INFO  [x] Sent ('05/22/21 12:45:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,695.bbq_producer.INFO  [x] Sent ('05/22/21 12:45:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:45:15', '130.0') to 01-smoker
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:45:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:45:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:46:10', '137.3') to 01-smoker
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:46:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:46:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:46:15', '137.3') to 01-smoker
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:46:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:46:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:47:10', '139.5') to 01-smoker
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:47:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:47:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:47:15', '139.5') to 01-smoker
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:47:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:47:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:48:10', '141.8') to 01-smoker
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:48:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:48:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:48:15', '141.8') to 01-smoker
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:48:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,696.bbq_producer.INFO  [x] Sent ('05/22/21 12:48:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,710.bbq_producer.INFO  [x] Sent ('05/22/21 12:49:10', '143.6') to 01-smoker
2023-10-01 22:15:52,711.bbq_producer.INFO  [x] Sent ('05/22/21 12:49:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:49:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:49:15', '143.6') to 01-smoker
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:49:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:49:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:50:10', '145.0') to 01-smoker
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:50:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:50:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:50:15', '145.0') to 01-smoker
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:50:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:50:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:51:10', '146.2') to 01-smoker
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:51:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:51:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:51:15', '146.2') to 01-smoker
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:51:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:51:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:52:10', '147.5') to 01-smoker
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:52:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:52:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,712.bbq_producer.INFO  [x] Sent ('05/22/21 12:52:15', '147.5') to 01-smoker
2023-10-01 22:15:52,726.bbq_producer.INFO  [x] Sent ('05/22/21 12:52:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,727.bbq_producer.INFO  [x] Sent ('05/22/21 12:52:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,727.bbq_producer.INFO  [x] Sent ('05/22/21 12:53:10', '148.7') to 01-smoker
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:53:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:53:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:53:15', '148.7') to 01-smoker
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:53:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:53:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:54:10', '149.9') to 01-smoker
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:54:10', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:54:10', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:54:15', '149.9') to 01-smoker
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:54:15', 'No temp recorded') to 02-food-A
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:54:15', 'No temp recorded') to 03-food-B
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:55:05', '151.1') to 01-smoker
2023-10-01 22:15:52,729.bbq_producer.INFO  [x] Sent ('05/22/21 12:55:05', 'No temp recorded') to 02-food-A
